Data supplied by UK-AIR on 19/3/2021
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Plymouth Tavistock Road,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit
03-01-2020,08:00,11.71927,R,ugm-3,20.28233,R,ugm-3,38.25163,R,ugm-3
03-01-2020,09:00,10.64411,R,ugm-3,19.84341,R,ugm-3,36.16415,R,ugm-3
03-01-2020,10:00,9.99901,R,ugm-3,21.67882,R,ugm-3,37.01042,R,ugm-3
03-01-2020,11:00,12.40021,R,ugm-3,22.67975,R,ugm-3,41.69315,R,ugm-3
03-01-2020,12:00,13.61873,R,ugm-3,22.72961,R,ugm-3,43.61137,R,ugm-3
03-01-2020,13:00,16.19912,R,ugm-3,24.18923,R,ugm-3,49.02753,R,ugm-3
03-01-2020,14:00,15.26731,R,ugm-3,25.90007,R,ugm-3,49.30962,R,ugm-3
03-01-2020,15:00,10.93082,R,ugm-3,20.53216,R,ugm-3,37.29252,R,ugm-3
03-01-2020,16:00,10.71579,R,ugm-3,23.90846,R,ugm-3,40.33910,R,ugm-3
03-01-2020,17:00,14.22799,R,ugm-3,39.79287,R,ugm-3,61.60881,R,ugm-3
03-01-2020,18:00,43.43657,R,ugm-3,73.08997,R,ugm-3,139.69178,R,ugm-3
03-01-2020,19:00,46.84125,R,ugm-3,72.43941,R,ugm-3,144.26166,R,ugm-3
03-01-2020,20:00,61.03340,R,ugm-3,82.49836,R,ugm-3,176.08160,R,ugm-3
03-01-2020,21:00,60.56750,R,ugm-3,77.23239,R,ugm-3,170.10126,R,ugm-3
03-01-2020,22:00,37.37982,R,ugm-3,65.67703,R,ugm-3,122.99195,R,ugm-3
03-01-2020,23:00,53.86565,R,ugm-3,71.42919,R,ugm-3,154.02203,R,ugm-3
03-01-2020,24:00,35.98211,R,ugm-3,67.65090,R,ugm-3,122.82270,R,ugm-3
04-01-2020,01:00,15.56135,R,ugm-3,42.48443,R,ugm-3,66.34483,R,ugm-3
04-01-2020,02:00,15.17830,R,ugm-3,26.08929,R,ugm-3,49.36237,R,ugm-3
04-01-2020,03:00,4.45294,R,ugm-3,18.81578,R,ugm-3,25.64352,R,ugm-3
04-01-2020,04:00,3.30380,R,ugm-3,14.35087,R,ugm-3,19.41662,R,ugm-3
04-01-2020,05:00,2.83695,R,ugm-3,10.14177,R,ugm-3,14.49171,R,ugm-3
04-01-2020,06:00,7.36172,R,ugm-3,26.24344,R,ugm-3,37.53125,R,ugm-3
04-01-2020,07:00,20.82827,R,ugm-3,42.84322,R,ugm-3,74.77946,R,ugm-3
04-01-2020,08:00,27.43586,R,ugm-3,43.52390,R,ugm-3,85.59163,R,ugm-3
04-01-2020,09:00,41.08197,R,ugm-3,56.56509,R,ugm-3,119.55656,R,ugm-3
04-01-2020,10:00,26.03534,R,ugm-3,51.78502,R,ugm-3,91.70531,R,ugm-3
04-01-2020,11:00,19.82277,R,ugm-3,39.51666,R,ugm-3,69.91115,R,ugm-3
04-01-2020,12:00,18.56589,R,ugm-3,41.21742,R,ugm-3,69.68472,R,ugm-3
04-01-2020,13:00,25.06575,R,ugm-3,46.81837,R,ugm-3,85.25198,R,ugm-3
04-01-2020,14:00,19.49957,R,ugm-3,42.27656,R,ugm-3,72.17548,R,ugm-3
04-01-2020,15:00,17.09355,R,ugm-3,34.07802,R,ugm-3,60.28775,R,ugm-3
04-01-2020,16:00,17.84767,R,ugm-3,37.56358,R,ugm-3,64.92963,R,ugm-3
04-01-2020,17:00,25.85578,R,ugm-3,55.57004,R,ugm-3,95.21502,R,ugm-3
04-01-2020,18:00,23.77296,R,ugm-3,52.87641,R,ugm-3,89.32777,R,ugm-3
04-01-2020,19:00,27.43586,R,ugm-3,60.84601,R,ugm-3,102.91374,R,ugm-3
04-01-2020,20:00,24.27571,R,ugm-3,61.67232,R,ugm-3,98.89456,R,ugm-3
04-01-2020,21:00,12.17376,R,ugm-3,43.09339,R,ugm-3,61.75957,R,ugm-3
04-01-2020,22:00,11.70693,R,ugm-3,39.28054,R,ugm-3,57.23091,R,ugm-3
04-01-2020,23:00,17.20128,R,ugm-3,43.13997,R,ugm-3,69.51489,R,ugm-3
04-01-2020,24:00,17.81176,R,ugm-3,38.63759,R,ugm-3,65.94858,R,ugm-3
05-01-2020,01:00,3.69424,R,ugm-3,14.40424,R,ugm-3,20.06867,R,ugm-3
05-01-2020,02:00,2.44684,R,ugm-3,10.56136,R,ugm-3,14.31312,R,ugm-3
05-01-2020,03:00,1.36735,R,ugm-3,5.91196,R,ugm-3,8.00853,R,ugm-3
05-01-2020,04:00,1.83513,R,ugm-3,6.16028,R,ugm-3,8.97410,R,ugm-3
05-01-2020,05:00,1.04350,R,ugm-3,6.01093,R,ugm-3,7.61095,R,ugm-3
05-01-2020,06:00,1.94308,R,ugm-3,12.69694,R,ugm-3,15.67628,R,ugm-3
05-01-2020,07:00,1.94308,R,ugm-3,14.40088,R,ugm-3,17.38022,R,ugm-3
05-01-2020,08:00,2.37487,R,ugm-3,14.24999,R,ugm-3,17.89141,R,ugm-3
05-01-2020,09:00,2.84265,R,ugm-3,15.69107,R,ugm-3,20.04973,R,ugm-3
05-01-2020,10:00,3.81418,R,ugm-3,19.71082,R,ugm-3,25.55915,R,ugm-3
05-01-2020,11:00,5.18153,R,ugm-3,21.53331,R,ugm-3,29.47822,R,ugm-3
05-01-2020,12:00,5.61333,R,ugm-3,25.81267,R,ugm-3,34.41966,R,ugm-3
05-01-2020,13:00,6.08110,R,ugm-3,25.49301,R,ugm-3,34.81724,R,ugm-3
05-01-2020,14:00,6.29700,R,ugm-3,24.36680,R,ugm-3,34.02207,R,ugm-3
05-01-2020,15:00,4.24598,R,ugm-3,22.74062,R,ugm-3,29.25103,R,ugm-3
05-01-2020,16:00,4.67777,R,ugm-3,25.08884,R,ugm-3,32.26133,R,ugm-3
05-01-2020,17:00,1.54726,R,ugm-3,23.01632,R,ugm-3,25.38876,R,ugm-3
05-01-2020,18:00,1.04350,R,ugm-3,24.07273,R,ugm-3,25.67275,R,ugm-3
05-01-2020,19:00,1.07949,R,ugm-3,16.00902,R,ugm-3,17.66421,R,ugm-3
05-01-2020,20:00,0.75564,R,ugm-3,10.48498,R,ugm-3,11.64361,R,ugm-3
05-01-2020,21:00,0.79162,R,ugm-3,9.12345,R,ugm-3,10.33726,R,ugm-3
05-01-2020,22:00,0.25188,R,ugm-3,5.63439,R,ugm-3,6.02060,R,ugm-3
05-01-2020,23:00,0.32385,R,ugm-3,3.82010,R,ugm-3,4.31666,R,ugm-3
05-01-2020,24:00,0.57573,R,ugm-3,3.26349,R,ugm-3,4.14626,R,ugm-3
06-01-2020,01:00,0.09615,R,ugm-3,2.43603,R,ugm-3,2.58346,R,ugm-3
06-01-2020,02:00,0.33651,R,ugm-3,2.06748,R,ugm-3,2.58346,R,ugm-3
06-01-2020,03:00,0.25239,R,ugm-3,1.60760,R,ugm-3,1.99458,R,ugm-3
06-01-2020,04:00,0.07211,R,ugm-3,1.82703,R,ugm-3,1.93759,R,ugm-3
06-01-2020,05:00,0.03605,R,ugm-3,2.22424,R,ugm-3,2.27952,R,ugm-3
06-01-2020,06:00,0.43266,R,ugm-3,4.18058,R,ugm-3,4.84398,R,ugm-3
06-01-2020,07:00,0.86532,R,ugm-3,6.30959,R,ugm-3,7.63639,R,ugm-3
06-01-2020,08:00,1.62247,R,ugm-3,9.25177,R,ugm-3,11.73953,R,ugm-3
06-01-2020,09:00,2.27146,R,ugm-3,12.07487,R,ugm-3,15.55773,R,ugm-3
06-01-2020,10:00,1.26192,R,ugm-3,12.54003,R,ugm-3,14.47495,R,ugm-3
06-01-2020,11:00,1.44220,R,ugm-3,13.89727,R,ugm-3,16.10861,R,ugm-3
06-01-2020,12:00,2.95650,R,ugm-3,16.89425,R,ugm-3,21.42749,R,ugm-3
06-01-2020,13:00,2.48779,R,ugm-3,16.30221,R,ugm-3,20.11677,R,ugm-3
06-01-2020,14:00,4.00210,R,ugm-3,14.03729,R,ugm-3,20.17375,R,ugm-3
06-01-2020,15:00,12.43895,R,ugm-3,23.66821,R,ugm-3,42.74100,R,ugm-3
06-01-2020,16:00,22.06561,R,ugm-3,37.80045,R,ugm-3,71.63392,R,ugm-3
06-01-2020,17:00,44.96049,R,ugm-3,64.12853,R,ugm-3,133.06698,R,ugm-3
06-01-2020,18:00,59.31035,R,ugm-3,80.47865,R,ugm-3,171.41991,R,ugm-3
06-01-2020,19:00,35.51410,R,ugm-3,63.51097,R,ugm-3,117.96516,R,ugm-3
06-01-2020,20:00,26.82486,R,ugm-3,51.07571,R,ugm-3,92.20659,R,ugm-3
06-01-2020,21:00,15.68389,R,ugm-3,40.40513,R,ugm-3,64.45343,R,ugm-3
06-01-2020,22:00,45.10471,R,ugm-3,66.12993,R,ugm-3,135.28952,R,ugm-3
06-01-2020,23:00,30.68274,R,ugm-3,61.11702,R,ugm-3,108.16323,R,ugm-3
06-01-2020,24:00,3.17283,R,ugm-3,25.11075,R,ugm-3,29.97569,R,ugm-3
07-01-2020,01:00,1.53820,R,ugm-3,18.74219,R,ugm-3,21.10073,R,ugm-3
07-01-2020,02:00,0.67296,R,ugm-3,9.13900,R,ugm-3,10.17086,R,ugm-3
07-01-2020,03:00,0.39657,R,ugm-3,4.45839,R,ugm-3,5.06645,R,ugm-3
07-01-2020,04:00,0.39657,R,ugm-3,2.52289,R,ugm-3,3.13095,R,ugm-3
07-01-2020,05:00,0.28841,R,ugm-3,2.80258,R,ugm-3,3.24481,R,ugm-3
07-01-2020,06:00,0.36052,R,ugm-3,11.34484,R,ugm-3,11.89762,R,ugm-3
07-01-2020,07:00,0.75708,R,ugm-3,12.89999,R,ugm-3,14.06083,R,ugm-3
07-01-2020,08:00,1.40601,R,ugm-3,18.73615,R,ugm-3,20.89200,R,ugm-3
07-01-2020,09:00,2.88412,R,ugm-3,23.47169,R,ugm-3,27.89395,R,ugm-3
07-01-2020,10:00,2.34335,R,ugm-3,19.17749,R,ugm-3,22.77057,R,ugm-3
07-01-2020,11:00,2.16309,R,ugm-3,16.09522,R,ugm-3,19.41191,R,ugm-3
07-01-2020,12:00,1.58627,R,ugm-3,13.67794,R,ugm-3,16.11018,R,ugm-3
07-01-2020,13:00,1.73047,R,ugm-3,13.28605,R,ugm-3,15.93940,R,ugm-3
07-01-2020,14:00,2.05494,R,ugm-3,12.44698,R,ugm-3,15.59784,R,ugm-3
07-01-2020,15:00,2.16309,R,ugm-3,15.43108,R,ugm-3,18.74777,R,ugm-3
07-01-2020,16:00,3.96567,R,ugm-3,16.23456,R,ugm-3,22.31516,R,ugm-3
07-01-2020,17:00,7.13820,R,ugm-3,21.10450,R,ugm-3,32.04958,R,ugm-3
07-01-2020,18:00,9.48155,R,ugm-3,24.68414,R,ugm-3,39.22231,R,ugm-3
07-01-2020,19:00,5.84034,R,ugm-3,18.59732,R,ugm-3,27.55239,R,ugm-3
07-01-2020,20:00,3.56910,R,ugm-3,15.59024,R,ugm-3,21.06278,R,ugm-3
07-01-2020,21:00,2.05494,R,ugm-3,12.67469,R,ugm-3,15.82555,R,ugm-3
07-01-2020,22:00,3.13648,R,ugm-3,12.26873,R,ugm-3,17.07793,R,ugm-3
07-01-2020,23:00,1.91073,R,ugm-3,7.48779,R,ugm-3,10.41754,R,ugm-3
07-01-2020,24:00,1.18970,R,ugm-3,6.43015,R,ugm-3,8.25433,R,ugm-3
08-01-2020,01:00,0.96128,R,ugm-3,8.45845,R,ugm-3,9.93240,R,ugm-3
08-01-2020,02:00,0.96128,R,ugm-3,3.45434,R,ugm-3,4.92829,R,ugm-3
08-01-2020,03:00,0.97330,R,ugm-3,2.43131,R,ugm-3,3.92368,R,ugm-3
08-01-2020,04:00,0.93725,R,ugm-3,4.13566,R,ugm-3,5.57276,R,ugm-3
08-01-2020,05:00,1.40588,R,ugm-3,7.22706,R,ugm-3,9.38270,R,ugm-3
08-01-2020,06:00,6.09213,R,ugm-3,13.68914,R,ugm-3,23.03027,R,ugm-3
08-01-2020,07:00,20.25903,R,ugm-3,40.87064,R,ugm-3,71.93405,R,ugm-3
08-01-2020,08:00,50.79176,R,ugm-3,68.26307,R,ugm-3,146.14269,R,ugm-3
08-01-2020,09:00,43.18562,R,ugm-3,63.20740,R,ugm-3,129.42442,R,ugm-3
08-01-2020,10:00,41.20297,R,ugm-3,61.69822,R,ugm-3,124.87523,R,ugm-3
08-01-2020,11:00,25.16157,R,ugm-3,48.82075,R,ugm-3,87.40129,R,ugm-3
08-01-2020,12:00,21.52071,R,ugm-3,45.13435,R,ugm-3,78.13232,R,ugm-3
08-01-2020,13:00,13.80642,R,ugm-3,34.95607,R,ugm-3,56.12562,R,ugm-3
08-01-2020,14:00,21.41257,R,ugm-3,42.51379,R,ugm-3,75.34594,R,ugm-3
08-01-2020,15:00,28.40590,R,ugm-3,49.07775,R,ugm-3,92.63286,R,ugm-3
08-01-2020,16:00,15.50068,R,ugm-3,36.96429,R,ugm-3,60.73167,R,ugm-3
08-01-2020,17:00,9.80508,R,ugm-3,39.04423,R,ugm-3,54.07848,R,ugm-3
08-01-2020,18:00,8.50735,R,ugm-3,30.79839,R,ugm-3,43.84281,R,ugm-3
08-01-2020,19:00,3.06409,R,ugm-3,15.54569,R,ugm-3,20.24389,R,ugm-3
08-01-2020,20:00,2.66756,R,ugm-3,11.37704,R,ugm-3,15.46724,R,ugm-3
08-01-2020,21:00,1.58612,R,ugm-3,10.64691,R,ugm-3,13.07892,R,ugm-3
08-01-2020,22:00,0.68491,R,ugm-3,7.53641,R,ugm-3,8.58659,R,ugm-3
08-01-2020,23:00,0.32443,R,ugm-3,5.41649,R,ugm-3,5.91395,R,ugm-3
08-01-2020,24:00,0.21629,R,ugm-3,3.81950,R,ugm-3,4.15114,R,ugm-3
09-01-2020,01:00,0.28836,R,ugm-3,2.96606,R,ugm-3,3.40820,R,ugm-3
09-01-2020,02:00,0.43254,R,ugm-3,2.44203,R,ugm-3,3.10525,R,ugm-3
09-01-2020,03:00,0.14418,R,ugm-3,1.99426,R,ugm-3,2.21533,R,ugm-3
09-01-2020,04:00,0.61276,R,ugm-3,2.18463,R,ugm-3,3.12418,R,ugm-3
09-01-2020,05:00,0.54067,R,ugm-3,4.68090,R,ugm-3,5.50992,R,ugm-3
09-01-2020,06:00,1.18947,R,ugm-3,7.66232,R,ugm-3,9.48615,R,ugm-3
09-01-2020,07:00,6.19969,R,ugm-3,19.40682,R,ugm-3,28.91287,R,ugm-3
09-01-2020,08:00,15.85966,R,ugm-3,44.81180,R,ugm-3,69.12960,R,ugm-3
09-01-2020,09:00,18.99555,R,ugm-3,49.20564,R,ugm-3,78.33173,R,ugm-3
09-01-2020,10:00,16.00384,R,ugm-3,47.54450,R,ugm-3,72.08337,R,ugm-3
09-01-2020,11:00,11.82266,R,ugm-3,36.17613,R,ugm-3,54.30394,R,ugm-3
09-01-2020,12:00,7.28103,R,ugm-3,24.79240,R,ugm-3,35.95648,R,ugm-3
09-01-2020,13:00,18.99555,R,ugm-3,41.08277,R,ugm-3,70.20886,R,ugm-3
09-01-2020,14:00,15.31899,R,ugm-3,29.28147,R,ugm-3,52.77026,R,ugm-3
09-01-2020,15:00,7.85774,R,ugm-3,26.40746,R,ugm-3,38.45583,R,ugm-3
09-01-2020,16:00,22.20352,R,ugm-3,53.60255,R,ugm-3,87.64747,R,ugm-3
09-01-2020,17:00,66.35825,R,ugm-3,87.57745,R,ugm-3,189.32536,R,ugm-3
09-01-2020,18:00,72.44981,R,ugm-3,99.08401,R,ugm-3,210.17216,R,ugm-3
09-01-2020,19:00,38.56781,R,ugm-3,72.76076,R,ugm-3,131.89723,R,ugm-3
09-01-2020,20:00,16.03988,R,ugm-3,36.29898,R,ugm-3,60.89312,R,ugm-3
09-01-2020,21:00,4.80596,R,ugm-3,14.67064,R,ugm-3,22.03968,R,ugm-3
09-01-2020,22:00,8.03796,R,ugm-3,18.40587,R,ugm-3,30.73058,R,ugm-3
09-01-2020,23:00,3.92887,R,ugm-3,9.65352,R,ugm-3,15.67771,R,ugm-3
09-01-2020,24:00,2.73940,R,ugm-3,7.38752,R,ugm-3,11.58787,R,ugm-3
10-01-2020,01:00,2.49886,R,ugm-3,6.45763,R,ugm-3,10.28916,R,ugm-3
10-01-2020,02:00,1.10527,R,ugm-3,4.35773,R,ugm-3,6.05245,R,ugm-3
10-01-2020,03:00,0.82895,R,ugm-3,3.26830,R,ugm-3,4.53934,R,ugm-3
10-01-2020,04:00,1.18936,R,ugm-3,4.41793,R,ugm-3,6.24159,R,ugm-3
10-01-2020,05:00,2.81122,R,ugm-3,8.62664,R,ugm-3,12.93711,R,ugm-3
10-01-2020,06:00,13.11902,R,ugm-3,20.68174,R,ugm-3,40.79729,R,ugm-3
10-01-2020,07:00,25.98575,R,ugm-3,44.87112,R,ugm-3,84.71538,R,ugm-3
10-01-2020,08:00,40.83475,R,ugm-3,56.03451,R,ugm-3,118.64693,R,ugm-3
10-01-2020,09:00,45.15970,R,ugm-3,64.38283,R,ugm-3,133.62674,R,ugm-3
10-01-2020,10:00,28.61676,R,ugm-3,51.44766,R,ugm-3,95.32608,R,ugm-3
10-01-2020,11:00,23.42682,R,ugm-3,40.22676,R,ugm-3,76.14738,R,ugm-3
10-01-2020,12:00,17.11960,R,ugm-3,32.76170,R,ugm-3,59.01139,R,ugm-3
10-01-2020,13:00,14.77692,R,ugm-3,28.58014,R,ugm-3,51.23777,R,ugm-3
10-01-2020,14:00,15.75003,R,ugm-3,31.34369,R,ugm-3,55.49340,R,ugm-3
10-01-2020,15:00,9.58698,R,ugm-3,27.06208,R,ugm-3,41.76190,R,ugm-3
10-01-2020,16:00,8.93823,R,ugm-3,33.44727,R,ugm-3,47.15237,R,ugm-3
10-01-2020,17:00,7.46054,R,ugm-3,45.35912,R,ugm-3,56.79846,R,ugm-3
10-01-2020,18:00,17.04752,R,ugm-3,59.71105,R,ugm-3,85.85022,R,ugm-3
10-01-2020,19:00,6.48743,R,ugm-3,37.48883,R,ugm-3,47.43607,R,ugm-3
10-01-2020,20:00,3.20767,R,ugm-3,21.23957,R,ugm-3,26.15793,R,ugm-3
10-01-2020,21:00,1.36957,R,ugm-3,14.63883,R,ugm-3,16.73881,R,ugm-3
10-01-2020,22:00,0.86499,R,ugm-3,13.65351,R,ugm-3,14.97981,R,ugm-3
10-01-2020,23:00,0.61270,R,ugm-3,6.49370,R,ugm-3,7.43317,R,ugm-3
10-01-2020,24:00,0.50458,R,ugm-3,4.78701,R,ugm-3,5.56069,R,ugm-3
11-01-2020,01:00,0.52856,R,ugm-3,3.72397,R,ugm-3,4.53441,R,ugm-3
11-01-2020,02:00,0.62466,R,ugm-3,3.04761,R,ugm-3,4.00540,R,ugm-3
11-01-2020,03:00,0.57661,R,ugm-3,2.40333,R,ugm-3,3.28745,R,ugm-3
11-01-2020,04:00,0.32434,R,ugm-3,1.99661,R,ugm-3,2.49393,R,ugm-3
11-01-2020,05:00,0.21623,R,ugm-3,1.99234,R,ugm-3,2.32389,R,ugm-3
11-01-2020,06:00,0.39642,R,ugm-3,3.64318,R,ugm-3,4.25101,R,ugm-3
11-01-2020,07:00,0.43245,R,ugm-3,5.51505,R,ugm-3,6.17814,R,ugm-3
11-01-2020,08:00,1.15321,R,ugm-3,7.58399,R,ugm-3,9.35222,R,ugm-3
11-01-2020,09:00,1.26133,R,ugm-3,9.62875,R,ugm-3,11.56275,R,ugm-3
11-01-2020,10:00,1.47755,R,ugm-3,10.03404,R,ugm-3,12.29959,R,ugm-3
11-01-2020,11:00,1.98208,R,ugm-3,10.73413,R,ugm-3,13.77328,R,ugm-3
11-01-2020,12:00,2.12623,R,ugm-3,10.90986,R,ugm-3,14.17004,R,ugm-3
11-01-2020,13:00,2.34246,R,ugm-3,11.71192,R,ugm-3,15.30364,R,ugm-3
11-01-2020,14:00,1.87397,R,ugm-3,12.14686,R,ugm-3,15.02024,R,ugm-3
11-01-2020,15:00,2.37850,R,ugm-3,12.62022,R,ugm-3,16.26720,R,ugm-3
11-01-2020,16:00,2.01812,R,ugm-3,12.09587,R,ugm-3,15.19028,R,ugm-3
11-01-2020,17:00,1.83793,R,ugm-3,12.20212,R,ugm-3,15.02024,R,ugm-3
11-01-2020,18:00,1.36944,R,ugm-3,10.93666,R,ugm-3,13.03643,R,ugm-3
11-01-2020,19:00,1.44152,R,ugm-3,9.57918,R,ugm-3,11.78947,R,ugm-3
11-01-2020,20:00,0.86491,R,ugm-3,7.79933,R,ugm-3,9.12550,R,ugm-3
11-01-2020,21:00,0.75680,R,ugm-3,5.58453,R,ugm-3,6.74494,R,ugm-3
11-01-2020,22:00,0.72076,R,ugm-3,6.09323,R,ugm-3,7.19838,R,ugm-3
11-01-2020,23:00,0.43245,R,ugm-3,3.58793,R,ugm-3,4.25101,R,ugm-3
11-01-2020,24:00,0.39642,R,ugm-3,3.35978,R,ugm-3,3.96761,R,ugm-3
12-01-2020,01:00,0.19218,R,ugm-3,2.87596,R,ugm-3,3.17064,R,ugm-3
12-01-2020,02:00,0.33632,R,ugm-3,2.65496,R,ugm-3,3.17064,R,ugm-3
12-01-2020,03:00,0.46845,R,ugm-3,2.39575,R,ugm-3,3.11402,R,ugm-3
12-01-2020,04:00,0.36035,R,ugm-3,3.01445,R,ugm-3,3.56697,R,ugm-3
12-01-2020,05:00,0.68465,R,ugm-3,8.63199,R,ugm-3,9.68178,R,ugm-3
12-01-2020,06:00,0.82879,R,ugm-3,5.91976,R,ugm-3,7.19056,R,ugm-3
12-01-2020,07:00,1.72965,R,ugm-3,7.76572,R,ugm-3,10.41782,R,ugm-3
12-01-2020,08:00,2.88276,R,ugm-3,9.79110,R,ugm-3,14.21126,R,ugm-3
12-01-2020,09:00,3.89172,R,ugm-3,11.41468,R,ugm-3,17.38190,R,ugm-3
