Data supplied by UK-AIR on 1/5/2025
All Data GMT hour ending 
Status: R =Ratified P=Provisional,P*=As supplied
,,Plymouth Centre,,,,,,,,,,,,,,,,,,,,,,,
Date,time,"PM<sub>10</sub> particulate matter (Hourly measured)",status,unit,"Nitric oxide",status,unit,"Nitrogen dioxide",status,unit,"Nitrogen oxides as nitrogen dioxide",status,unit,"Ozone",status,unit,"PM<sub>2.5</sub> particulate matter (Hourly measured)",status,unit
01-01-2024,10:00,20.350,R,ugm-3 (FIDAS),1.50843,R,ugm-3,7.35703,R,ugm-3,9.66993,R,ugm-3,58.97294,R,ugm-3,7.524,R,ugm-3 (Ref.eq)
01-01-2024,11:00,15.875,R,ugm-3 (FIDAS),0.33863,R,ugm-3,4.22186,R,ugm-3,4.74108,R,ugm-3,70.84735,R,ugm-3,5.991,R,ugm-3 (Ref.eq)
01-01-2024,12:00,15.550,R,ugm-3 (FIDAS),0.27706,R,ugm-3,3.70603,R,ugm-3,4.13085,R,ugm-3,73.54155,R,ugm-3,6.321,R,ugm-3 (Ref.eq)
01-01-2024,13:00,15.800,R,ugm-3 (FIDAS),0.27706,R,ugm-3,3.42438,R,ugm-3,3.84920,R,ugm-3,75.43746,R,ugm-3,6.392,R,ugm-3 (Ref.eq)
01-01-2024,14:00,16.175,R,ugm-3 (FIDAS),0.27706,R,ugm-3,4.50403,R,ugm-3,4.92885,R,ugm-3,73.74112,R,ugm-3,7.217,R,ugm-3 (Ref.eq)
01-01-2024,15:00,23.500,R,ugm-3 (FIDAS),0.24627,R,ugm-3,4.31653,R,ugm-3,4.69414,R,ugm-3,72.69337,R,ugm-3,10.047,R,ugm-3 (Ref.eq)
01-01-2024,16:00,24.825,R,ugm-3 (FIDAS),0.15392,R,ugm-3,4.36425,R,ugm-3,4.60026,R,ugm-3,74.48950,R,ugm-3,10.896,R,ugm-3 (Ref.eq)
01-01-2024,17:00,23.025,R,ugm-3 (FIDAS),0.12314,R,ugm-3,4.59922,R,ugm-3,4.78802,R,ugm-3,75.43746,R,ugm-3,9.929,R,ugm-3 (Ref.eq)
01-01-2024,18:00,15.675,R,ugm-3 (FIDAS),0.18471,R,ugm-3,3.19045,R,ugm-3,3.47366,R,ugm-3,77.78241,R,ugm-3,7.476,R,ugm-3 (Ref.eq)
01-01-2024,19:00,13.475,R,ugm-3 (FIDAS),0.12314,R,ugm-3,2.48685,R,ugm-3,2.67566,R,ugm-3,82.22284,R,ugm-3,7.217,R,ugm-3 (Ref.eq)
01-01-2024,20:00,17.150,R,ugm-3 (FIDAS),0.09235,R,ugm-3,2.25241,R,ugm-3,2.39401,R,ugm-3,83.32048,R,ugm-3,9.599,R,ugm-3 (Ref.eq)
01-01-2024,21:00,13.625,R,ugm-3 (FIDAS),0.09235,R,ugm-3,1.87687,R,ugm-3,2.01848,R,ugm-3,82.57209,R,ugm-3,7.783,R,ugm-3 (Ref.eq)
01-01-2024,22:00,11.000,R,ugm-3 (FIDAS),0.12314,R,ugm-3,2.25215,R,ugm-3,2.44095,R,ugm-3,81.87359,R,ugm-3,6.934,R,ugm-3 (Ref.eq)
01-01-2024,23:00,19.700,R,ugm-3 (FIDAS),0.15392,R,ugm-3,5.35002,R,ugm-3,5.58603,R,ugm-3,77.53295,R,ugm-3,9.764,R,ugm-3 (Ref.eq)
01-01-2024,24:00,31.150,R,ugm-3 (FIDAS),0.15392,R,ugm-3,8.40121,R,ugm-3,8.63722,R,ugm-3,72.74327,R,ugm-3,14.623,R,ugm-3 (Ref.eq)
02-01-2024,01:00,33.400,R,ugm-3 (FIDAS),0.16419,R,ugm-3,4.75531,R,ugm-3,5.00706,R,ugm-3,71.91172,R,ugm-3,15.165,R,ugm-3 (Ref.eq)
02-01-2024,02:00,32.400,R,ugm-3 (FIDAS),0.16419,R,ugm-3,3.69131,R,ugm-3,3.94306,R,ugm-3,72.44391,R,ugm-3,14.741,R,ugm-3 (Ref.eq)
02-01-2024,03:00,25.900,R,ugm-3 (FIDAS),0.12314,R,ugm-3,2.06436,R,ugm-3,2.25318,R,ugm-3,78.68047,R,ugm-3,13.326,R,ugm-3 (Ref.eq)
02-01-2024,04:00,12.425,R,ugm-3 (FIDAS),0.12314,R,ugm-3,2.34601,R,ugm-3,2.53482,R,ugm-3,78.33123,R,ugm-3,7.429,R,ugm-3 (Ref.eq)
02-01-2024,05:00,6.675,R,ugm-3 (FIDAS),0.09236,R,ugm-3,2.53404,R,ugm-3,2.67565,R,ugm-3,79.27918,R,ugm-3,3.420,R,ugm-3 (Ref.eq)
02-01-2024,06:00,5.700,R,ugm-3 (FIDAS),0.21550,R,ugm-3,3.70652,R,ugm-3,4.03694,R,ugm-3,76.33553,R,ugm-3,2.807,R,ugm-3 (Ref.eq)
02-01-2024,07:00,6.800,R,ugm-3 (FIDAS),0.49256,R,ugm-3,5.53487,R,ugm-3,6.29012,R,ugm-3,72.14456,R,ugm-3,3.090,R,ugm-3 (Ref.eq)
02-01-2024,08:00,16.125,R,ugm-3 (FIDAS),1.60083,R,ugm-3,5.90096,R,ugm-3,8.35553,R,ugm-3,76.48520,R,ugm-3,7.217,R,ugm-3 (Ref.eq)
02-01-2024,09:00,21.400,R,ugm-3 (FIDAS),1.16984,R,ugm-3,5.38827,R,ugm-3,7.18200,R,ugm-3,76.53510,R,ugm-3,11.321,R,ugm-3 (Ref.eq)
02-01-2024,10:00,12.450,R,ugm-3 (FIDAS),0.83120,R,ugm-3,5.10951,R,ugm-3,6.38400,R,ugm-3,75.48735,R,ugm-3,6.840,R,ugm-3 (Ref.eq)
02-01-2024,11:00,25.925,R,ugm-3 (FIDAS),0.70806,R,ugm-3,3.84315,R,ugm-3,4.92882,R,ugm-3,76.88434,R,ugm-3,13.160,R,ugm-3 (Ref.eq)
02-01-2024,12:00,25.700,R,ugm-3 (FIDAS),0.58492,R,ugm-3,4.54831,R,ugm-3,5.44518,R,ugm-3,78.28133,R,ugm-3,13.231,R,ugm-3 (Ref.eq)
02-01-2024,13:00,11.750,R,ugm-3 (FIDAS),1.01591,R,ugm-3,4.16911,R,ugm-3,5.72682,R,ugm-3,79.72822,R,ugm-3,5.307,R,ugm-3 (Ref.eq)
02-01-2024,14:00,8.500,R,ugm-3 (FIDAS),0.52335,R,ugm-3,4.59578,R,ugm-3,5.39823,R,ugm-3,79.02972,R,ugm-3,4.434,R,ugm-3 (Ref.eq)
02-01-2024,15:00,18.450,R,ugm-3 (FIDAS),1.04670,R,ugm-3,10.64674,R,ugm-3,12.25165,R,ugm-3,71.84520,R,ugm-3,9.434,R,ugm-3 (Ref.eq)
02-01-2024,16:00,26.225,R,ugm-3 (FIDAS),0.86199,R,ugm-3,12.15042,R,ugm-3,13.47212,R,ugm-3,68.30283,R,ugm-3,12.335,R,ugm-3 (Ref.eq)
02-01-2024,17:00,28.800,R,ugm-3 (FIDAS),0.64649,R,ugm-3,12.15226,R,ugm-3,13.14353,R,ugm-3,63.11401,R,ugm-3,14.222,R,ugm-3 (Ref.eq)
02-01-2024,18:00,28.600,R,ugm-3 (FIDAS),0.58492,R,ugm-3,11.07314,R,ugm-3,11.97000,R,ugm-3,64.81036,R,ugm-3,14.552,R,ugm-3 (Ref.eq)
02-01-2024,19:00,30.300,R,ugm-3 (FIDAS),0.43099,R,ugm-3,4.92515,R,ugm-3,5.58600,R,ugm-3,70.34843,R,ugm-3,14.811,R,ugm-3 (Ref.eq)
02-01-2024,20:00,31.675,R,ugm-3 (FIDAS),0.30785,R,ugm-3,4.08126,R,ugm-3,4.55329,R,ugm-3,72.14456,R,ugm-3,15.495,R,ugm-3 (Ref.eq)
02-01-2024,21:00,34.950,R,ugm-3 (FIDAS),0.21550,R,ugm-3,4.45758,R,ugm-3,4.78800,R,ugm-3,73.64133,R,ugm-3,16.557,R,ugm-3 (Ref.eq)
02-01-2024,22:00,31.625,R,ugm-3 (FIDAS),0.40021,R,ugm-3,6.38059,R,ugm-3,6.99423,R,ugm-3,74.24004,R,ugm-3,15.330,R,ugm-3 (Ref.eq)
02-01-2024,23:00,24.750,R,ugm-3 (FIDAS),0.33864,R,ugm-3,4.55041,R,ugm-3,5.06965,R,ugm-3,76.98413,R,ugm-3,11.179,R,ugm-3 (Ref.eq)
02-01-2024,24:00,20.575,R,ugm-3 (FIDAS),0.30785,R,ugm-3,5.53644,R,ugm-3,6.00847,R,ugm-3,76.08606,R,ugm-3,9.269,R,ugm-3 (Ref.eq)
03-01-2024,01:00,19.175,R,ugm-3 (FIDAS),0.12314,R,ugm-3,4.56786,R,ugm-3,4.75668,R,ugm-3,75.70355,R,ugm-3,8.491,R,ugm-3 (Ref.eq)
03-01-2024,02:00,28.200,R,ugm-3 (FIDAS),0.04105,R,ugm-3,2.87869,R,ugm-3,2.94163,R,ugm-3,78.29796,R,ugm-3,11.745,R,ugm-3 (Ref.eq)
03-01-2024,03:00,28.925,R,ugm-3 (FIDAS),0.09236,R,ugm-3,1.73602,R,ugm-3,1.87764,R,ugm-3,75.68692,R,ugm-3,13.373,R,ugm-3 (Ref.eq)
03-01-2024,04:00,34.375,R,ugm-3 (FIDAS),0.12314,R,ugm-3,1.59494,R,ugm-3,1.78375,R,ugm-3,75.43746,R,ugm-3,15.849,R,ugm-3 (Ref.eq)
03-01-2024,05:00,30.525,R,ugm-3 (FIDAS),0.15393,R,ugm-3,1.97020,R,ugm-3,2.20622,R,ugm-3,74.68907,R,ugm-3,14.646,R,ugm-3 (Ref.eq)
03-01-2024,06:00,25.950,R,ugm-3 (FIDAS),0.24629,R,ugm-3,3.51846,R,ugm-3,3.89610,R,ugm-3,74.98843,R,ugm-3,12.453,R,ugm-3 (Ref.eq)
03-01-2024,07:00,25.625,R,ugm-3 (FIDAS),0.18472,R,ugm-3,3.42511,R,ugm-3,3.70833,R,ugm-3,74.43961,R,ugm-3,11.981,R,ugm-3 (Ref.eq)
03-01-2024,08:00,28.550,R,ugm-3 (FIDAS),0.49258,R,ugm-3,6.19199,R,ugm-3,6.94726,R,ugm-3,73.59144,R,ugm-3,13.491,R,ugm-3 (Ref.eq)
03-01-2024,09:00,24.550,R,ugm-3 (FIDAS),0.61572,R,ugm-3,8.25633,R,ugm-3,9.20042,R,ugm-3,71.14671,R,ugm-3,11.486,R,ugm-3 (Ref.eq)
03-01-2024,10:00,19.375,R,ugm-3 (FIDAS),0.55415,R,ugm-3,9.57120,R,ugm-3,10.42089,R,ugm-3,69.05122,R,ugm-3,8.939,R,ugm-3 (Ref.eq)
03-01-2024,11:00,21.850,R,ugm-3 (FIDAS),0.83122,R,ugm-3,11.39953,R,ugm-3,12.67405,R,ugm-3,61.81681,R,ugm-3,10.519,R,ugm-3 (Ref.eq)
03-01-2024,12:00,6.900,R,ugm-3 (FIDAS),0.83122,R,ugm-3,6.04826,R,ugm-3,7.32279,R,ugm-3,67.75402,R,ugm-3,4.269,R,ugm-3 (Ref.eq)
03-01-2024,13:00,10.575,R,ugm-3 (FIDAS),1.01594,R,ugm-3,7.07938,R,ugm-3,8.63713,R,ugm-3,65.50885,R,ugm-3,5.967,R,ugm-3 (Ref.eq)
03-01-2024,14:00,12.975,R,ugm-3 (FIDAS),1.04672,R,ugm-3,6.65665,R,ugm-3,8.26160,R,ugm-3,64.81036,R,ugm-3,6.533,R,ugm-3 (Ref.eq)
03-01-2024,15:00,12.275,R,ugm-3 (FIDAS),31.77114,R,ugm-3,11.36931,R,ugm-3,60.08438,R,ugm-3,66.20735,R,ugm-3,6.109,R,ugm-3 (Ref.eq)
03-01-2024,16:00,13.000,R,ugm-3 (FIDAS),0.67729,R,ugm-3,6.94146,R,ugm-3,7.97996,R,ugm-3,59.57165,R,ugm-3,6.509,R,ugm-3 (Ref.eq)
03-01-2024,17:00,14.100,R,ugm-3 (FIDAS),0.52336,R,ugm-3,6.80195,R,ugm-3,7.60443,R,ugm-3,63.86240,R,ugm-3,7.005,R,ugm-3 (Ref.eq)
03-01-2024,18:00,13.700,R,ugm-3 (FIDAS),0.46179,R,ugm-3,7.13107,R,ugm-3,7.83914,R,ugm-3,65.00993,R,ugm-3,7.099,R,ugm-3 (Ref.eq)
03-01-2024,19:00,10.625,R,ugm-3 (FIDAS),0.30786,R,ugm-3,5.48945,R,ugm-3,5.96150,R,ugm-3,65.25939,R,ugm-3,5.920,R,ugm-3 (Ref.eq)
03-01-2024,20:00,20.050,R,ugm-3 (FIDAS),0.30786,R,ugm-3,6.70992,R,ugm-3,7.18196,R,ugm-3,68.50240,R,ugm-3,9.788,R,ugm-3 (Ref.eq)
03-01-2024,21:00,22.925,R,ugm-3 (FIDAS),0.83122,R,ugm-3,5.29721,R,ugm-3,6.57173,R,ugm-3,66.25724,R,ugm-3,11.132,R,ugm-3 (Ref.eq)
03-01-2024,22:00,24.150,R,ugm-3 (FIDAS),0.21550,R,ugm-3,3.56567,R,ugm-3,3.89610,R,ugm-3,70.09896,R,ugm-3,10.566,R,ugm-3 (Ref.eq)
03-01-2024,23:00,18.500,R,ugm-3 (FIDAS),0.18472,R,ugm-3,3.09652,R,ugm-3,3.37975,R,ugm-3,72.94284,R,ugm-3,8.703,R,ugm-3 (Ref.eq)
03-01-2024,24:00,18.200,R,ugm-3 (FIDAS),0.30786,R,ugm-3,4.50369,R,ugm-3,4.97574,R,ugm-3,71.44606,R,ugm-3,7.948,R,ugm-3 (Ref.eq)
04-01-2024,01:00,22.825,R,ugm-3 (FIDAS),0.04105,R,ugm-3,4.75630,R,ugm-3,4.81924,R,ugm-3,69.18427,R,ugm-3,9.057,R,ugm-3 (Ref.eq)
04-01-2024,02:00,19.150,R,ugm-3 (FIDAS),0.16420,R,ugm-3,7.19616,R,ugm-3,7.44792,R,ugm-3,71.04692,R,ugm-3,7.925,R,ugm-3 (Ref.eq)
04-01-2024,03:00,26.775,R,ugm-3 (FIDAS),0.06157,R,ugm-3,8.07327,R,ugm-3,8.16768,R,ugm-3,61.46756,R,ugm-3,9.410,R,ugm-3 (Ref.eq)
04-01-2024,04:00,24.050,R,ugm-3 (FIDAS),0.06157,R,ugm-3,7.74468,R,ugm-3,7.83909,R,ugm-3,63.11401,R,ugm-3,8.609,R,ugm-3 (Ref.eq)
04-01-2024,05:00,28.725,R,ugm-3 (FIDAS),0.18472,R,ugm-3,16.05212,R,ugm-3,16.33536,R,ugm-3,57.17681,R,ugm-3,9.599,R,ugm-3 (Ref.eq)
04-01-2024,06:00,28.575,R,ugm-3 (FIDAS),0.15393,R,ugm-3,13.18901,R,ugm-3,13.42503,R,ugm-3,51.73852,R,ugm-3,9.882,R,ugm-3 (Ref.eq)
04-01-2024,07:00,27.450,R,ugm-3 (FIDAS),29.21667,R,ugm-3,44.29513,R,ugm-3,89.09341,R,ugm-3,30.23486,R,ugm-3,9.906,R,ugm-3 (Ref.eq)
04-01-2024,08:00,24.300,R,ugm-3 (FIDAS),53.04566,R,ugm-3,65.02549,R,ugm-3,146.36103,R,ugm-3,1.79613,R,ugm-3,8.986,R,ugm-3 (Ref.eq)
04-01-2024,09:00,23.450,R,ugm-3 (FIDAS),47.25774,R,ugm-3,62.86912,R,ugm-3,135.32997,R,ugm-3,4.19097,R,ugm-3,9.009,R,ugm-3 (Ref.eq)
04-01-2024,10:00,24.950,R,ugm-3 (FIDAS),32.66480,R,ugm-3,60.88244,R,ugm-3,110.96776,R,ugm-3,3.19312,R,ugm-3,10.708,R,ugm-3 (Ref.eq)
04-01-2024,11:00,20.450,R,ugm-3 (FIDAS),19.94985,R,ugm-3,58.26936,R,ugm-3,88.85870,R,ugm-3,9.47958,R,ugm-3,10.401,R,ugm-3 (Ref.eq)
04-01-2024,12:00,15.175,R,ugm-3 (FIDAS),15.11632,R,ugm-3,56.43336,R,ugm-3,79.61139,R,ugm-3,15.61635,R,ugm-3,9.505,R,ugm-3 (Ref.eq)
04-01-2024,13:00,6.275,R,ugm-3 (FIDAS),3.90992,R,ugm-3,33.76362,R,ugm-3,39.75875,R,ugm-3,28.63830,R,ugm-3,4.693,R,ugm-3 (Ref.eq)
04-01-2024,14:00,3.350,R,ugm-3 (FIDAS),1.41619,R,ugm-3,22.42545,R,ugm-3,24.59692,R,ugm-3,49.29379,R,ugm-3,2.146,R,ugm-3 (Ref.eq)
04-01-2024,15:00,1.850,R,ugm-3 (FIDAS),1.13911,R,ugm-3,17.02966,R,ugm-3,18.77627,R,ugm-3,56.82756,R,ugm-3,1.344,R,ugm-3 (Ref.eq)
04-01-2024,16:00,2.025,R,ugm-3 (FIDAS),0.92360,R,ugm-3,18.06421,R,ugm-3,19.48038,R,ugm-3,59.62154,R,ugm-3,1.392,R,ugm-3 (Ref.eq)
04-01-2024,17:00,1.625,R,ugm-3 (FIDAS),1.50855,R,ugm-3,19.04493,R,ugm-3,21.35801,R,ugm-3,57.47616,R,ugm-3,1.179,R,ugm-3 (Ref.eq)
04-01-2024,18:00,2.725,R,ugm-3 (FIDAS),1.01597,R,ugm-3,17.21848,R,ugm-3,18.77627,R,ugm-3,56.07917,R,ugm-3,1.887,R,ugm-3 (Ref.eq)
04-01-2024,19:00,5.700,R,ugm-3 (FIDAS),0.83124,R,ugm-3,16.60984,R,ugm-3,17.88440,R,ugm-3,51.88820,R,ugm-3,4.151,R,ugm-3 (Ref.eq)
04-01-2024,20:00,9.975,R,ugm-3 (FIDAS),0.64652,R,ugm-3,15.57874,R,ugm-3,16.57006,R,ugm-3,45.85121,R,ugm-3,6.250,R,ugm-3 (Ref.eq)
04-01-2024,21:00,12.800,R,ugm-3 (FIDAS),0.43102,R,ugm-3,14.36014,R,ugm-3,15.02102,R,ugm-3,52.48691,R,ugm-3,7.028,R,ugm-3 (Ref.eq)
04-01-2024,22:00,15.150,R,ugm-3 (FIDAS),0.27708,R,ugm-3,11.54502,R,ugm-3,11.96987,R,ugm-3,54.53250,R,ugm-3,7.406,R,ugm-3 (Ref.eq)
04-01-2024,23:00,12.500,R,ugm-3 (FIDAS),0.30787,R,ugm-3,12.06110,R,ugm-3,12.53316,R,ugm-3,54.98154,R,ugm-3,6.462,R,ugm-3 (Ref.eq)
04-01-2024,24:00,8.875,R,ugm-3 (FIDAS),0.15393,R,ugm-3,7.27448,R,ugm-3,7.51051,R,ugm-3,55.43057,R,ugm-3,4.552,R,ugm-3 (Ref.eq)
05-01-2024,01:00,8.325,R,ugm-3 (FIDAS),0.12315,R,ugm-3,5.63179,R,ugm-3,5.82061,R,ugm-3,59.07272,R,ugm-3,3.656,R,ugm-3 (Ref.eq)
05-01-2024,02:00,7.150,R,ugm-3 (FIDAS),0.04105,R,ugm-3,7.69788,R,ugm-3,7.76082,R,ugm-3,58.60706,R,ugm-3,3.420,R,ugm-3 (Ref.eq)
05-01-2024,03:00,6.275,R,ugm-3 (FIDAS),0.12315,R,ugm-3,7.27470,R,ugm-3,7.46353,R,ugm-3,52.48691,R,ugm-3,3.255,R,ugm-3 (Ref.eq)
05-01-2024,04:00,6.050,R,ugm-3 (FIDAS),0.12315,R,ugm-3,6.10119,R,ugm-3,6.29002,R,ugm-3,52.58670,R,ugm-3,2.877,R,ugm-3 (Ref.eq)
05-01-2024,05:00,5.375,R,ugm-3 (FIDAS),12.71528,R,ugm-3,33.02985,R,ugm-3,52.52634,R,ugm-3,28.93765,R,ugm-3,3.113,R,ugm-3 (Ref.eq)
05-01-2024,06:00,6.450,R,ugm-3 (FIDAS),58.28095,R,ugm-3,48.50117,R,ugm-3,137.86405,R,ugm-3,1.39699,R,ugm-3,3.892,R,ugm-3 (Ref.eq)
05-01-2024,07:00,5.475,R,ugm-3 (FIDAS),50.98429,R,ugm-3,45.60710,R,ugm-3,123.78192,R,ugm-3,1.44688,R,ugm-3,3.278,R,ugm-3 (Ref.eq)
05-01-2024,08:00,6.750,R,ugm-3 (FIDAS),63.82272,R,ugm-3,51.55125,R,ugm-3,149.41139,R,ugm-3,1.19742,R,ugm-3,4.434,R,ugm-3 (Ref.eq)
05-01-2024,09:00,9.825,R,ugm-3 (FIDAS),50.30696,R,ugm-3,55.56434,R,ugm-3,132.70060,R,ugm-3,1.84602,R,ugm-3,6.368,R,ugm-3 (Ref.eq)
05-01-2024,10:00,12.625,R,ugm-3 (FIDAS),72.35089,R,ugm-3,55.18570,R,ugm-3,166.12219,R,ugm-3,2.74409,R,ugm-3,8.019,R,ugm-3 (Ref.eq)
05-01-2024,11:00,10.325,R,ugm-3 (FIDAS),20.53534,R,ugm-3,37.46842,R,ugm-3,68.95549,R,ugm-3,10.67700,R,ugm-3,5.943,R,ugm-3 (Ref.eq)
05-01-2024,12:00,8.150,R,ugm-3 (FIDAS),3.50979,R,ugm-3,14.99055,R,ugm-3,20.37215,R,ugm-3,38.01809,R,ugm-3,4.316,R,ugm-3 (Ref.eq)
05-01-2024,13:00,5.350,R,ugm-3 (FIDAS),3.44821,R,ugm-3,14.94414,R,ugm-3,20.23133,R,ugm-3,44.35443,R,ugm-3,2.925,R,ugm-3 (Ref.eq)
05-01-2024,14:00,5.725,R,ugm-3 (FIDAS),3.72530,R,ugm-3,16.39689,R,ugm-3,22.10894,R,ugm-3,40.01379,R,ugm-3,3.066,R,ugm-3 (Ref.eq)
05-01-2024,15:00,10.300,R,ugm-3 (FIDAS),2.49380,R,ugm-3,13.21561,R,ugm-3,17.03938,R,ugm-3,40.16346,R,ugm-3,5.613,R,ugm-3 (Ref.eq)
05-01-2024,16:00,10.875,R,ugm-3 (FIDAS),2.12435,R,ugm-3,15.80053,R,ugm-3,19.05782,R,ugm-3,41.26110,R,ugm-3,5.236,R,ugm-3 (Ref.eq)
05-01-2024,17:00,12.875,R,ugm-3 (FIDAS),2.55537,R,ugm-3,25.27877,R,ugm-3,29.19695,R,ugm-3,32.23056,R,ugm-3,6.344,R,ugm-3 (Ref.eq)
05-01-2024,18:00,17.200,R,ugm-3 (FIDAS),1.78568,R,ugm-3,25.98954,R,ugm-3,28.72754,R,ugm-3,28.28905,R,ugm-3,9.717,R,ugm-3 (Ref.eq)
05-01-2024,19:00,17.675,R,ugm-3 (FIDAS),3.32506,R,ugm-3,32.12540,R,ugm-3,37.22376,R,ugm-3,25.19571,R,ugm-3,10.118,R,ugm-3 (Ref.eq)
05-01-2024,20:00,17.025,R,ugm-3 (FIDAS),8.06636,R,ugm-3,35.27630,R,ugm-3,47.64454,R,ugm-3,14.66840,R,ugm-3,11.274,R,ugm-3 (Ref.eq)
05-01-2024,21:00,15.425,R,ugm-3 (FIDAS),25.03033,R,ugm-3,37.80502,R,ugm-3,76.18432,R,ugm-3,16.91356,R,ugm-3,11.368,R,ugm-3 (Ref.eq)
05-01-2024,22:00,17.225,R,ugm-3 (FIDAS),35.92914,R,ugm-3,51.37031,R,ugm-3,106.46090,R,ugm-3,1.69635,R,ugm-3,11.675,R,ugm-3 (Ref.eq)
05-01-2024,23:00,19.725,R,ugm-3 (FIDAS),54.03226,R,ugm-3,54.45245,R,ugm-3,137.30076,R,ugm-3,2.34495,R,ugm-3,13.184,R,ugm-3 (Ref.eq)
05-01-2024,24:00,17.200,R,ugm-3 (FIDAS),11.57614,R,ugm-3,39.56443,R,ugm-3,57.31427,R,ugm-3,6.28646,R,ugm-3,9.953,R,ugm-3 (Ref.eq)
06-01-2024,01:00,12.275,R,ugm-3 (FIDAS),1.47785,R,ugm-3,23.58240,R,ugm-3,25.84840,R,ugm-3,25.67801,R,ugm-3,6.792,R,ugm-3 (Ref.eq)
06-01-2024,02:00,10.650,R,ugm-3 (FIDAS),2.66833,R,ugm-3,35.77648,R,ugm-3,39.86786,R,ugm-3,9.84545,R,ugm-3,6.863,R,ugm-3 (Ref.eq)
06-01-2024,03:00,12.425,R,ugm-3 (FIDAS),43.31931,R,ugm-3,36.84638,R,ugm-3,103.26841,R,ugm-3,8.73119,R,ugm-3,8.561,R,ugm-3 (Ref.eq)
06-01-2024,04:00,13.325,R,ugm-3 (FIDAS),82.54377,R,ugm-3,37.63142,R,ugm-3,164.19677,R,ugm-3,1.44688,R,ugm-3,10.047,R,ugm-3 (Ref.eq)
06-01-2024,05:00,11.000,R,ugm-3 (FIDAS),65.17910,R,ugm-3,37.78262,R,ugm-3,137.72250,R,ugm-3,1.39699,R,ugm-3,7.736,R,ugm-3 (Ref.eq)
06-01-2024,06:00,8.150,R,ugm-3 (FIDAS),21.79821,R,ugm-3,40.88286,R,ugm-3,74.30631,R,ugm-3,3.19312,R,ugm-3,4.835,R,ugm-3 (Ref.eq)
06-01-2024,07:00,8.575,R,ugm-3 (FIDAS),4.77221,R,ugm-3,33.00434,R,ugm-3,40.32162,R,ugm-3,12.67270,R,ugm-3,4.528,R,ugm-3 (Ref.eq)
06-01-2024,08:00,8.175,R,ugm-3 (FIDAS),1.04681,R,ugm-3,26.93455,R,ugm-3,28.53963,R,ugm-3,17.51227,R,ugm-3,4.505,R,ugm-3 (Ref.eq)
06-01-2024,09:00,8.475,R,ugm-3 (FIDAS),22.04451,R,ugm-3,45.57474,R,ugm-3,79.37585,R,ugm-3,6.58581,R,ugm-3,5.495,R,ugm-3 (Ref.eq)
06-01-2024,10:00,10.725,R,ugm-3 (FIDAS),16.16392,R,ugm-3,32.95209,R,ugm-3,57.73643,R,ugm-3,14.91786,R,ugm-3,5.849,R,ugm-3 (Ref.eq)
06-01-2024,11:00,11.750,R,ugm-3 (FIDAS),2.37071,R,ugm-3,17.44111,R,ugm-3,21.07614,R,ugm-3,38.51701,R,ugm-3,5.755,R,ugm-3 (Ref.eq)
